2010-10-25 11:35:54.826700: Successfully scanned file test-data/DNS-data
2010-10-25 11:35:54.826700: Error in formatting - could not add the following records:
Line:44629|+arrow-pc.eecs.qmul.ac.uk:138.37.8^224.94.37.138.in-addr.arpa:enchilada.eecs.qmul.ac.uk.:864008.157:86400|IP address or machine name is invalid.
Line:46551|^_services._dns-sd._udp.dcs.qmul.ac.uk:_http._tcp.dcs.qmul.ac.uk:300|IP address or machine name is invalid.
Line:46552|^_services._dns-sd._udp.dcs.qmul.ac.uk:_ipp._tcp.dcs.qmul.ac.uk:300|IP address or machine name is invalid.
Line:46553|^b._dns-sd._udp.dcs.qmul.ac.uk:dcs.qmul.ac.uk:86400|IP address or machine name is invalid.
Line:46554|^lb._dns-sd._udp.dcs.qmul.ac.uk:dcs.qmul.ac.uk:86400|IP address or machine name is invalid.
Line:46555|^_http._tcp.dcs.qmul.ac.uk:JANET\ Roaming\ Service._http._tcp.dcs.qmul.ac.uk|IP address or machine name is invalid.
2010-10-25 11:35:54.826700|Error|Machine Name: www.wacp2012.org, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 129.
2010-10-25 11:35:54.826700|Error|Machine Name: cetl.org.uk, IP Address: 138.37.159.100, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 130.
2010-10-25 11:35:54.826700|Error|Machine Name: www.cetl.org.uk, IP Address: 138.37.159.100, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 131.
2010-10-25 11:35:54.826700|Error|Machine Name: clinicalskillscentre.ac.uk, IP Address: 138.37.159.100, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 132.
2010-10-25 11:35:54.826700|Error|Machine Name: www.clinicalskillscentre.ac.uk, IP Address: 138.37.159.100, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 133.
2010-10-25 11:35:54.826700|Error|Machine Name: csn-cetl.ac.uk, IP Address: 138.37.159.100, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 134.
2010-10-25 11:35:54.826700|Error|Machine Name: www.csn-cetl.ac.uk, IP Address: 138.37.159.100, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 135.
2010-10-25 11:35:54.826700|Error|Machine Name: intellectualpropertyinstitute.org, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 136.
2010-10-25 11:35:54.826700|Error|Machine Name: www.intellectualpropertyinstitute.org, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 137.
2010-10-25 11:35:54.826700|Error|Machine Name: culturalconsultation.org, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 138.
2010-10-25 11:35:54.826700|Error|Machine Name: www.culturalconsultation.org, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 139.
2010-10-25 11:35:54.826700|Error|Machine Name: culturalconsultation.org.uk, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 140.
2010-10-25 11:35:54.826700|Error|Machine Name: www.culturalconsultation.org.uk, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 141.
2010-10-25 11:35:54.826700|Error|Machine Name: soundsoftware.ac.uk, IP Address: 138.37.95.215, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 142.
2010-10-25 11:35:54.826700|Error|Machine Name: www.soundsoftware.ac.uk, IP Address: 138.37.95.215, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 143.
2010-10-25 11:35:54.826700|Error|Machine Name: code.soundsoftware.ac.uk, IP Address: 138.37.95.215, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 144.
2010-10-25 11:35:54.826700|Error|Machine Name: hg.soundsoftware.ac.uk, IP Address: 138.37.95.215, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 145.
2010-10-25 11:35:54.826700|Error|Machine Name: test.soundsoftware.ac.uk, IP Address: 138.37.95.215, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 146.
2010-10-25 11:35:54.826700|Error|Machine Name: survey.soundsoftware.ac.uk, IP Address: 138.37.95.215, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 147.
2010-10-25 11:35:54.826700|Error|Machine Name: fashioningtheearlymodern.ac.uk, IP Address: 138.37.211.162, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 148.
2010-10-25 11:35:54.826700|Error|Machine Name: www.fashioningtheearlymodern.ac.uk, IP Address: 138.37.211.162, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 149.
2010-10-25 11:35:54.826700|Error|Machine Name: qmul.ac.uk, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 150.
2010-10-25 11:35:54.826700|Error|Machine Name: *.webapps.sbcs.qmul.ac.uk, IP Address: 138.37.211.130, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 151.
2010-10-25 11:35:54.826700|Error|Machine Name: qmw.ac.uk, IP Address: 138.37.7.80, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 152.
2010-10-25 11:35:54.826700|Error|Machine Name: www.ukctocs.qmw.ac.uk, IP Address: 128.40.190.224, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 153.
2010-10-25 11:35:54.826700|Error|Machine Name: wwww.ukctocs.qmw.ac.uk, IP Address: 128.40.190.224, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 154.
2010-10-25 11:35:54.826700|Error|Machine Name: ukctocs.qmw.ac.uk, IP Address: 128.40.190.224, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 155.
2010-10-25 11:35:54.826700|Error|Machine Name: www.ukctocs.qmul.ac.uk, IP Address: 128.40.190.224, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 156.
2010-10-25 11:35:54.826700|Error|Machine Name: wwww.ukctocs.qmul.ac.uk, IP Address: 128.40.190.224, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 157.
2010-10-25 11:35:54.826700|Error|Machine Name: ukctocs.qmul.ac.uk, IP Address: 128.40.190.224, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 158.
2010-10-25 11:35:54.826700|Error|Machine Name: ad.qmul.ac.uk, IP Address: 138.37.28.88, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 159.
2010-10-25 11:35:54.826700|Error|Machine Name: qmulroot1.ad.qmul.ac.uk, IP Address: 138.37.28.88, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 160.
2010-10-25 11:35:54.826700|Error|Machine Name: gc._msdcs.ad.qmul.ac.uk, IP Address: 138.37.28.88, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 161.
2010-10-25 11:35:54.826700|Error|Machine Name: henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.0, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 162.
2010-10-25 11:35:54.826700|Error|Machine Name: vitalstatistix.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.7, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 163.
2010-10-25 11:35:54.826700|Error|Machine Name: venus.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.12, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 164.
2010-10-25 11:35:54.826700|Error|Machine Name: janus.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.16, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 165.
2010-10-25 11:35:54.826700|Error|Machine Name: vesta.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.20, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 166.
2010-10-25 11:35:54.826700|Error|Machine Name: pilum.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.24, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 167.
2010-10-25 11:35:54.826700|Error|Machine Name: pugio.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.36, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 168.
2010-10-25 11:35:54.826700|Error|Machine Name: pugio.henley.road.c-o.qmul.ac.uk, IP Address: 138.37.10.36, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 169.
2010-10-25 11:35:54.826700|Error|Machine Name: dubya.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.38, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 170.
2010-10-25 11:35:54.826700|Error|Machine Name: woody.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.39, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 171.
2010-10-25 11:35:54.826700|Error|Machine Name: forty.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.40, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 172.
2010-10-25 11:35:54.826700|Error|Machine Name: picus.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.44, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 173.
2010-10-25 11:35:54.826700|Error|Machine Name: mensa.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.58, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 174.
2010-10-25 11:35:54.826700|Error|Machine Name: mensa11b.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.59, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 175.
2010-10-25 11:35:54.826700|Error|Machine Name: zorro.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.60, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 176.
2010-10-25 11:35:54.826700|Error|Machine Name: rotary.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.124, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 177.
2010-10-25 11:35:54.826700|Error|Machine Name: router.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.126, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 178.
2010-10-25 11:35:54.826700|Error|Machine Name: wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.128, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 179.
2010-10-25 11:35:54.826700|Error|Machine Name: rotary.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.129, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 180.
2010-10-25 11:35:54.826700|Error|Machine Name: triples.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.130, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 181.
2010-10-25 11:35:54.826700|Error|Machine Name: twins.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.131, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 182.
2010-10-25 11:35:54.826700|Error|Machine Name: singles.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.132, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 183.
2010-10-25 11:35:54.826700|Error|Machine Name: pugio.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.136, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 184.
2010-10-25 11:35:54.826700|Error|Machine Name: router.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.190, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 185.
2010-10-25 11:35:54.826700|Error|Machine Name: mile.end.road.c-o.qmw.ac.uk, IP Address: 138.37.10.192, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 186.
2010-10-25 11:35:54.826700|Error|Machine Name: router.mile.end.road.c-o.qmw.ac.uk, IP Address: 138.37.10.222, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 187.
2010-10-25 11:35:54.826700|Error|Machine Name: on.the.road.c-o.qmw.ac.uk, IP Address: 138.37.10.224, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 188.
2010-10-25 11:35:54.826700|Error|Machine Name: pugio.on.the.road.c-o.qmw.ac.uk, IP Address: 138.37.10.236, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 189.
2010-10-25 11:35:54.826700|Error|Machine Name: router.on.the.road.c-o.qmw.ac.uk, IP Address: 138.37.10.238, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 190.
2010-10-25 11:35:54.826700|Error|Machine Name: to.on.the.road.c-o.qmw.ac.uk, IP Address: 138.37.10.240, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 191.
2010-10-25 11:35:54.826700|Error|Machine Name: router.at.on.the.road.c-o.qmw.ac.uk, IP Address: 138.37.10.241, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 192.
2010-10-25 11:35:54.826700|Error|Machine Name: router.to.on.the.road.c-o.qmw.ac.uk, IP Address: 138.37.10.242, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 193.
2010-10-25 11:35:54.826700|Error|Machine Name: to.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.248, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 194.
2010-10-25 11:35:54.826700|Error|Machine Name: router.at.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.249, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 195.
2010-10-25 11:35:54.826700|Error|Machine Name: router.to.wanstead.park.road.c-o.qmw.ac.uk, IP Address: 138.37.10.250, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 196.
2010-10-25 11:35:54.826700|Error|Machine Name: to.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.252, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 197.
2010-10-25 11:35:54.826700|Error|Machine Name: router.at.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.253, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 198.
2010-10-25 11:35:54.826700|Error|Machine Name: router.to.henley.road.c-o.qmw.ac.uk, IP Address: 138.37.10.254, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 199.
2010-10-25 11:35:54.826700|Error|Machine Name: www.telepathology.qmul.ac.uk, IP Address: 138.37.158.233, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 200.
2010-10-25 11:35:54.826700|Error|Machine Name: bgw3.mds.qmw.ac.uk, IP Address: 138.37.232.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 201.
2010-10-25 11:35:54.826700|Error|Machine Name: gprf.mds.qmw.ac.uk, IP Address: 138.37.189.218, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 202.
2010-10-25 11:35:54.826700|Error|Machine Name: mds.qmw-fs.mds.qmw.ac.uk, IP Address: 138.37.143.241, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 203.
2010-10-25 11:35:54.826700|Error|Machine Name: mds.qmw-lib-fs.mds.qmw.ac.uk, IP Address: 138.37.143.237, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 204.
2010-10-25 11:35:54.826700|Error|Machine Name: med2-fs.mds.qmw.ac.uk, IP Address: 138.37.143.236, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 205.
2010-10-25 11:35:54.826700|Error|Machine Name: bms-gateway.mds.qmw.ac.uk, IP Address: 138.37.191.254, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 206.
2010-10-25 11:35:54.826700|Error|Machine Name: bms-gateway.mds.qmul.ac.uk, IP Address: 138.37.191.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 207.
2010-10-25 11:35:54.826700|Error|Machine Name: bms-bms-gateway.smd.qmul.ac.uk, IP Address: 138.37.191.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 208.
2010-10-25 11:35:54.826700|Error|Machine Name: bms-gateway.bms.qmul.ac.uk, IP Address: 138.37.191.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 209.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-gateway.mds.qmw.ac.uk, IP Address: 138.37.175.254, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 210.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-gateway.mds.qmul.ac.uk, IP Address: 138.37.175.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 211.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-chs-gateway.smd.qmul.ac.uk, IP Address: 138.37.175.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 212.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-gateway.chs.qmul.ac.uk, IP Address: 138.37.175.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 213.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-gateway.mds.qmw.ac.uk, IP Address: 138.37.143.254, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 214.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-gateway.mds.qmul.ac.uk, IP Address: 138.37.143.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 215.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-wht-gateway.smd.qmul.ac.uk, IP Address: 138.37.143.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 216.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-gateway.wht.qmul.ac.uk, IP Address: 138.37.143.254, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 217.
2010-10-25 11:35:54.826700|Error|Machine Name: infd-57.mds.qmw.ac.uk, IP Address: 138.37.147.177, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 218.
2010-10-25 11:35:54.826700|Error|Machine Name: infd-57.mds.qmul.ac.uk, IP Address: 138.37.147.177, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 219.
2010-10-25 11:35:54.826700|Error|Machine Name: smt-infd-57.smd.qmul.ac.uk, IP Address: 138.37.147.177, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 220.
2010-10-25 11:35:54.826700|Error|Machine Name: infd-57.smt.qmul.ac.uk, IP Address: 138.37.147.177, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 221.
2010-10-25 11:35:54.826700|Error|Machine Name: pged-1287.mds.qmw.ac.uk, IP Address: 138.37.132.81, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 222.
2010-10-25 11:35:54.826700|Error|Machine Name: pged-1287.mds.qmul.ac.uk, IP Address: 138.37.132.81, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 223.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-pged-1287.smd.qmul.ac.uk, IP Address: 138.37.132.81, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 224.
2010-10-25 11:35:54.826700|Error|Machine Name: pged-1287.wht.qmul.ac.uk, IP Address: 138.37.132.81, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 225.
2010-10-25 11:35:54.826700|Error|Machine Name: bpexp-34.mds.qmw.ac.uk, IP Address: 138.37.175.234, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 226.
2010-10-25 11:35:54.826700|Error|Machine Name: bpexp-34.mds.qmul.ac.uk, IP Address: 138.37.175.234, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 227.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-bpexp-34.smd.qmul.ac.uk, IP Address: 138.37.175.234, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 228.
2010-10-25 11:35:54.826700|Error|Machine Name: bpexp-34.chs.qmul.ac.uk, IP Address: 138.37.175.234, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 229.
2010-10-25 11:35:54.826700|Error|Machine Name: pcd-15.mds.qmw.ac.uk, IP Address: 138.37.142.81, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 230.
2010-10-25 11:35:54.826700|Error|Machine Name: pcd-15.mds.qmul.ac.uk, IP Address: 138.37.142.81, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 231.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-pcd-15.smd.qmul.ac.uk, IP Address: 138.37.142.81, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 232.
2010-10-25 11:35:54.826700|Error|Machine Name: pcd-15.wht.qmul.ac.uk, IP Address: 138.37.142.81, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 233.
2010-10-25 11:35:54.826700|Error|Machine Name: nesteggprinter.mds.qmw.ac.uk, IP Address: 138.37.175.207, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 234.
2010-10-25 11:35:54.826700|Error|Machine Name: nesteggprinter.mds.qmul.ac.uk, IP Address: 138.37.175.207, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 235.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-nesteggprinter.smd.qmul.ac.uk, IP Address: 138.37.175.207, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 236.
2010-10-25 11:35:54.826700|Error|Machine Name: nesteggprinter.chs.qmul.ac.uk, IP Address: 138.37.175.207, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 237.
2010-10-25 11:35:54.826700|Error|Machine Name: ddean-4.mds.qmw.ac.uk, IP Address: 138.37.142.49, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 238.
2010-10-25 11:35:54.826700|Error|Machine Name: ddean-4.mds.qmul.ac.uk, IP Address: 138.37.142.49, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 239.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-ddean-4.smd.qmul.ac.uk, IP Address: 138.37.142.49, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 240.
2010-10-25 11:35:54.826700|Error|Machine Name: ddean-4.wht.qmul.ac.uk, IP Address: 138.37.142.49, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 241.
2010-10-25 11:35:54.826700|Error|Machine Name: clinph-ps-03.mds.qmw.ac.uk, IP Address: 138.37.175.230, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 242.
2010-10-25 11:35:54.826700|Error|Machine Name: clinph-ps-03.mds.qmul.ac.uk, IP Address: 138.37.175.230, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 243.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-clinph-ps-03.smd.qmul.ac.uk, IP Address: 138.37.175.230, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 244.
2010-10-25 11:35:54.826700|Error|Machine Name: clinph-ps-03.chs.qmul.ac.uk, IP Address: 138.37.175.230, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 245.
2010-10-25 11:35:54.826700|Error|Machine Name: coc-8.mds.qmw.ac.uk, IP Address: 138.37.142.11, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 246.
2010-10-25 11:35:54.826700|Error|Machine Name: coc-8.mds.qmul.ac.uk, IP Address: 138.37.142.11, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 247.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-coc-8.smd.qmul.ac.uk, IP Address: 138.37.142.11, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 248.
2010-10-25 11:35:54.826700|Error|Machine Name: coc-8.wht.qmul.ac.uk, IP Address: 138.37.142.11, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 249.
2010-10-25 11:35:54.826700|Error|Machine Name: smt-ed-ps-20.mds.qmw.ac.uk, IP Address: 138.37.159.112, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 250.
2010-10-25 11:35:54.826700|Error|Machine Name: smt-ed-ps-20.mds.qmul.ac.uk, IP Address: 138.37.159.112, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 251.
2010-10-25 11:35:54.826700|Error|Machine Name: smt-smt-ed-ps-20.smd.qmul.ac.uk, IP Address: 138.37.159.112, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 252.
2010-10-25 11:35:54.826700|Error|Machine Name: smt-ed-ps-20.smt.qmul.ac.uk, IP Address: 138.37.159.112, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 253.
2010-10-25 11:35:54.826700|Error|Machine Name: ioc-mfp-ps1.mds.qmw.ac.uk, IP Address: 138.37.175.219, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 254.
2010-10-25 11:35:54.826700|Error|Machine Name: ioc-mfp-ps1.mds.qmul.ac.uk, IP Address: 138.37.175.219, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 255.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-ioc-mfp-ps1.smd.qmul.ac.uk, IP Address: 138.37.175.219, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 256.
2010-10-25 11:35:54.826700|Error|Machine Name: ioc-mfp-ps1.chs.qmul.ac.uk, IP Address: 138.37.175.219, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 257.
2010-10-25 11:35:54.826700|Error|Machine Name: exther-ricoh-ps1.mds.qmw.ac.uk, IP Address: 138.37.175.174, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 258.
2010-10-25 11:35:54.826700|Error|Machine Name: exther-ricoh-ps1.mds.qmul.ac.uk, IP Address: 138.37.175.174, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 259.
2010-10-25 11:35:54.826700|Error|Machine Name: chs-exther-ricoh-ps1.smd.qmul.ac.uk, IP Address: 138.37.175.174, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 260.
2010-10-25 11:35:54.826700|Error|Machine Name: exther-ricoh-ps1.chs.qmul.ac.uk, IP Address: 138.37.175.174, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 261.
2010-10-25 11:35:54.826700|Error|Machine Name: start2-gndflr-south.mds.qmw.ac.uk, IP Address: 138.37.142.27, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 262.
2010-10-25 11:35:54.826700|Error|Machine Name: start2-gndflr-south.mds.qmul.ac.uk, IP Address: 138.37.142.27, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 263.
2010-10-25 11:35:54.826700|Error|Machine Name: wht-start2-gndflr-south.smd.qmul.ac.uk, IP Address: 138.37.142.27, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 264.
2010-10-25 11:35:54.826700|Error|Machine Name: start2-gndflr-south.wht.qmul.ac.uk, IP Address: 138.37.142.27, DNS type:2NA | could not save to database - You cannot create this record because it already exists. DNS ID: 265.
2010-10-25 11:35:54.826700|Error|Machine Name: start2-1stflr-south.mds.qmw.ac.uk, IP Address: 138.37.142.29, DNS type:1BD | could not save to database - You cannot create this record because it already exists. DNS ID: 266.
